(3,1,0,0)
(35.0,59.5,0.0,3)
(62.5,66.0,0.0,5)
(71.0,0,0.0,3)
(80.0,0,0.0,1)
(90.0,0,0.0,3)
(99.0,122.0,0.0,5)
(127.5,148.5,0.0,3)
(156.0,177.5,0.0,3)
(180.5,0,0.0,5)
(189.0,0,0.0,3)
(199.5,0,0.0,1)
(209.5,0,0.0,3)
(219.0,240.5,0.0,5)
(248.0,268.0,0.0,3)
(277.5,300.0,0.0,3)
(303.0,0,0.0,5)
(309.0,0,0.0,3)
(319.0,0,0.0,1)
(327.5,0,0.0,3)
(339.5,0.0,0.0,5)
(6.5,27.0,1.0,3)
(36.0,56.5,1.0,3)
(59.0,0,1.0,5)
(66.5,0,1.0,3)
(76.5,0,1.0,1)
(86.0,0,1.0,3)
(96.0,116.0,1.0,5)
(122.5,142.0,1.0,3)
(152.0,0,1.0,3)
(166.5,0,1.0,3)
(181.0,0,1.0,3)
(195.0,0,1.0,3)
(209.0,0,1.0,3)
(224.0,0,1.0,3)
(238.0,0,1.0,3)
(252.5,0,1.0,3)
(266.5,0,1.0,3)
(281.0,0,1.0,3)
(296.0,0,1.0,3)
(310.0,0,1.0,3)
(324.0,0,1.0,3)
(338.5,0,1.0,3)
(352.0,0,1.0,3)
(5.5,44.5,2.0,3)
(48.0,0,2.0,5)
(54.0,0,2.0,3)
(62.5,0,2.0,1)
(71.0,0,2.0,3)
(81.5,102.0,2.0,5)
(109.5,130.5,2.0,3)
(140.0,157.5,2.0,5)
(160.0,0,2.0,3)
(167.0,0,2.0,1)
(176.5,0,2.0,3)
(187.0,0,2.0,5)
(196.0,217.5,2.0,5)
(223.5,243.0,2.0,3)
(251.5,0,2.0,1)
(265.0,0,2.0,3)
(280.0,0,2.0,1)
(293.0,0,2.0,5)
(308.5,0,2.0,1)
(323.5,0,2.0,3)
(338.5,0,2.0,1)
(353.0,0,2.0,5)
(7.5,0,3.0,1)
(21.0,0,3.0,3)
(36.5,0,3.0,1)
(50.0,0,3.0,5)
(67.0,0,3.0,1)
(79.0,0,3.0,3)
