(46.0,0.0,3)
(51.5,0.0,5)
(65.0,0.0,3)
(79.5,0.0,3)
(107.5,0.0,2)
(113.0,0.0,2)
(119.5,0.0,2)
(127.0,0.0,2)
(140.5,0.0,4)
(157.0,0.0,2)
(163.5,0.0,4)
(178.0,0.0,2)
(191.5,0.0,4)
(218.5,0.0,1)
(226.0,0.0,3)
(232.5,0.0,5)
(238.5,0.0,5)
(252.0,0.0,5)
(264.5,0.0,5)
(272.5,0.0,3)
(286.5,0.0,5)
(301.0,0.0,3)
(329.5,0.0,2)
(335.5,0.0,2)
(342.0,0.0,2)
(350.0,0.0,2)
(3.5,1.0,2)
(18.5,1.0,4)
(25.5,1.0,4)
(38.0,1.0,2)
(53.5,1.0,4)
(80.5,1.0,1)
(86.5,1.0,3)
(92.5,1.0,5)
(101.0,1.0,1)
(115.0,1.0,3)
(128.0,1.0,5)
(135.5,1.0,1)
(151.0,1.0,3)
(164.5,1.0,5)
(194.0,1.0,2)
(200.5,1.0,2)
(206.5,1.0,2)
(213.5,1.0,2)
(226.5,1.0,2)
(241.5,1.0,4)
(248.0,1.0,4)
(261.5,1.0,2)
(276.5,1.0,4)
(304.5,1.0,1)
(310.5,1.0,3)
(316.5,1.0,5)
(322.5,1.0,1)
(336.5,1.0,3)
(351.5,1.0,5)
(358.5,1.0,1)
(12.5,2.0,3)
(27.5,2.0,5)
(56.0,2.0,2)
(61.5,2.0,2)
(68.0,2.0,2)
(75.0,2.0,2)
(88.5,2.0,2)
(103.5,2.0,4)
(110.5,2.0,4)
(124.0,2.0,4)
(137.5,2.0,4)
(164.5,2.0,1)
(170.5,2.0,3)
(178.0,2.0,5)
(185.5,2.0,1)
(199.0,2.0,3)
(212.0,2.0,5)
(219.0,2.0,1)
(233.5,2.0,3)
(246.5,2.0,5)
(276.5,2.0,2)
(283.5,2.0,2)
(289.0,2.0,2)
(296.5,2.0,2)
(311.0,2.0,4)
(325.5,2.0,2)
(331.5,2.0,4)
(346.0,2.0,2)
(0.5,3.0,4)
(26.5,3.0,1)
(40.0,3.0,5)
(54.5,3.0,1)
(68.0,3.0,5)
(82.0,3.0,1)
(95.0,3.0,5)
(110.0,3.0,1)
(123.5,3.0,5)
(137.5,3.0,1)
(152.5,3.0,5)
(165.5,3.0,1)
(180.0,3.0,5)
(194.0,3.0,1)
(208.5,3.0,5)
(222.5,3.0,1)
(235.5,3.0,5)
(249.5,3.0,1)
(263.0,3.0,5)
(277.0,3.0,1)
(291.0,3.0,5)
(305.0,3.0,1)
(319.0,3.0,5)
(333.0,3.0,1)
(347.0,3.0,5)
(1.0,4.0,1)
(14.5,4.0,1)
(29.5,4.0,1)
(38.0,4.0,5)
(43.5,4.0,1)
(49.0,4.0,5)
(67.0,4.0,3)
(71.5,4.0,3)
(75.5,4.0,5)
(92.5,4.0,2)
(99.5,4.0,2)
(114.0,4.0,4)
(119.5,4.0,3)
(124.0,4.0,5)
(132.0,4.0,5)
(154.5,4.0,5)
(160.5,4.0,5)
(168.5,4.0,3)
(182.0,4.0,1)
(195.5,4.0,3)
(209.0,4.0,4)
(225.0,4.0,2)
(231.5,4.0,2)
(245.5,4.0,4)
(258.5,4.0,1)
(264.5,4.0,3)
(280.5,4.0,5)
(294.0,4.0,1)
(309.0,4.0,3)
(321.5,4.0,3)
(335.5,4.0,1)
(344.5,4.0,3)
(350.5,4.0,3)
(355.5,4.0,1)
(11.0,5.0,3)
(17.5,5.0,3)
(23.5,5.0,1)
(31.5,5.0,5)
(45.5,5.0,5)
(59.0,5.0,5)
(72.0,5.0,4)
(88.0,5.0,2)
(95.0,5.0,2)
(101.0,5.0,2)
(109.5,5.0,4)
(129.0,5.0,2)
(143.5,5.0,4)
(155.5,5.0,1)
(164.5,5.0,3)
(170.0,5.0,5)
(199.0,5.0,1)
(206.0,5.0,5)
(213.5,5.0,3)
(220.5,5.0,1)
(243.0,5.0,2)
(256.0,5.0,4)
(269.0,5.0,1)
(283.5,5.0,3)
(296.5,5.0,5)
(311.0,5.0,4)
(318.0,5.0,4)
(326.0,5.0,2)
(334.5,5.0,4)
