(3,0,0,0)
(36.0,0,0.0,1)
(47.0,0,0.0,1)
(58.0,0,0.0,3)
(93.5,0,0.0,3)
(105.5,0,0.0,3)
(116.0,0,0.0,5)
(152.0,0,0.0,5)
(165.5,0,0.0,5)
(177.0,0,0.0,3)
(213.0,0,0.0,3)
(226.0,0,0.0,3)
(236.5,0,0.0,3)
(272.0,0,0.0,1)
(302.0,0,0.0,3)
(334.0,0,0.0,5)
(5.5,0,1.0,5)
(34.5,0,1.0,3)
(65.0,0,1.0,3)
(92.5,0,1.0,5)
(124.5,0,1.0,1)
(153.0,0,1.0,3)
(184.0,0,1.0,5)
(213.5,0,1.0,3)
(244.0,0,1.0,1)
(274.5,0,1.0,3)
(304.5,0,1.0,3)
(318.0,0,1.0,3)
(335.5,0,1.0,5)
(5.0,0,2.0,1)
(34.5,0,2.0,1)
(64.0,0,2.0,3)
(94.0,0,2.0,3)
(124.0,0,2.0,5)
(154.0,0,2.0,5)
(185.0,0,2.0,3)
(215.5,0,2.0,1)
(245.0,0,2.0,3)
(304.0,0,2.0,5)
(4.5,0,3.0,3)
(63.5,0,3.0,5)
(124.0,0,3.0,3)
(185.0,0,3.0,1)
(245.5,0,3.0,3)
(259.0,0,3.0,3)
(273.5,0,3.0,1)
(290.5,0,3.0,1)
(303.5,0,3.0,5)
(318.0,0,3.0,5)
(333.5,0,3.0,3)
(347.5,0,3.0,3)
(3.0,0,4.0,5)
(17.0,0,4.0,5)
(32.5,0,4.0,3)
(46.5,0,4.0,1)
(65.0,0,4.0,1)
(78.0,0,4.0,3)
(93.0,0,4.0,3)
(109.5,0,4.0,1)
(126.0,0,4.0,3)
(139.0,0,4.0,5)
(155.5,0,4.0,3)
(170.5,0,4.0,5)
(183.5,0,4.0,3)
(198.0,0,4.0,3)
(213.0,0,4.0,1)
(227.0,0,4.0,3)
(244.0,0,4.0,3)
(304.5,0,4.0,3)
(4.0,0,5.0,5)
(62.0,0,5.0,1)
(123.5,0,5.0,3)
(185.5,0,5.0,1)
(245.0,0,5.0,5)
(312.0,0,5.0,3)
(9.0,0,6.0,1)
(68.5,0,6.0,3)
(127.5,0,6.0,3)
(190.5,0,6.0,5)
(248.5,0,6.0,3)
(310.5,0,6.0,1)
(323.0,0,6.0,1)
(337.5,0,6.0,1)
(354.0,0,6.0,1)
(9.0,0,7.0,3)
(23.0,0,7.0,3)
(38.0,0,7.0,3)
(52.5,0,7.0,3)
(68.0,0,7.0,5)
(87.0,0,7.0,5)
(98.5,0,7.0,5)
(113.5,0,7.0,5)
(130.0,0,7.0,3)
(141.5,0,7.0,5)
(155.5,0,7.0,3)
(171.0,0,7.0,1)
(187.0,0,7.0,3)
(200.5,0,7.0,1)
(216.0,0,7.0,3)
(230.5,0,7.0,5)
(250.0,0,7.0,1)
(263.0,0,7.0,3)
(277.5,0,7.0,1)
(293.0,0,7.0,3)
(308.5,0,7.0,5)
(320.5,0,7.0,3)
(335.0,0,7.0,5)
(348.0,0,7.0,3)
(4.0,0,8.0,1)
(63.5,0,8.0,3)
(122.0,0,8.0,5)
(138.0,0,8.0,3)
(151.5,0,8.0,3)
(166.0,0,8.0,1)
(183.0,0,8.0,1)
(211.5,0,8.0,3)
(243.0,0,8.0,5)
(273.5,0,8.0,3)
(304.5,0,8.0,3)
(331.5,0,8.0,1)
(3.5,0,9.0,1)
(33.5,0,9.0,5)
(64.0,0,9.0,3)
(93.0,0,9.0,5)
(122.5,0,9.0,3)
